LAT LON DEPTH Vs
-1.357124999999999915e+00 -8.943092500000000200e+01 9.000000000000000000e+00 nan
-1.357124999999999915e+00 -8.934337499999999466e+01 9.000000000000000000e+00 nan
6.566250000000000142e-01 -9.170722500000000821e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.161967500000000086e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.170722500000000821e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.161967500000000086e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.153212500000000773e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.144457500000000039e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.153212500000000773e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.144457500000000039e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.170722500000000821e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.161967500000000086e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.170722500000000821e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.161967500000000086e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.153212500000000773e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.144457500000000039e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.153212500000000773e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.144457500000000039e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.135702500000000725e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.126947499999999991e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.135702500000000725e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.126947499999999991e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.118192500000000678e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.109437499999999943e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.118192500000000678e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.109437499999999943e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.135702500000000725e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.126947499999999991e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.135702500000000725e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.126947499999999991e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.118192500000000678e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.109437499999999943e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.118192500000000678e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.109437499999999943e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.100682500000000630e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.091927499999999895e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.100682500000000630e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.091927499999999895e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.083172500000000582e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.074417499999999848e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.083172500000000582e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.074417499999999848e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.100682500000000630e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.091927499999999895e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.100682500000000630e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.091927499999999895e+01 1.000000000000000000e+01 3.906006498026760365e+00
4.815249999999999808e-01 -9.083172500000000582e+01 1.000000000000000000e+01 3.882282679108348233e+00
4.815249999999999808e-01 -9.074417499999999848e+01 1.000000000000000000e+01 3.865293836841459996e+00
3.939749999999999641e-01 -9.083172500000000582e+01 1.000000000000000000e+01 3.901540648599510774e+00
3.939749999999999641e-01 -9.074417499999999848e+01 1.000000000000000000e+01 3.907438952083128303e+00
6.566250000000000142e-01 -9.065662500000000534e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.056907499999999800e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.065662500000000534e+01 1.000000000000000000e+01 3.939071285052795357e+00
5.690749999999999975e-01 -9.056907499999999800e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.048152500000000487e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.039397499999999752e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.048152500000000487e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.039397499999999752e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.065662500000000534e+01 1.000000000000000000e+01 3.918017798567595467e+00
4.815249999999999808e-01 -9.056907499999999800e+01 1.000000000000000000e+01 3.922017582379730527e+00
3.939749999999999641e-01 -9.065662500000000534e+01 1.000000000000000000e+01 3.936026651860458525e+00
3.939749999999999641e-01 -9.056907499999999800e+01 1.000000000000000000e+01 3.906819044820672104e+00
4.815249999999999808e-01 -9.048152500000000487e+01 1.000000000000000000e+01 3.916817632835916108e+00
4.815249999999999808e-01 -9.039397499999999752e+01 1.000000000000000000e+01 3.943769920558934938e+00
3.939749999999999641e-01 -9.048152500000000487e+01 1.000000000000000000e+01 3.920074231117249397e+00
3.939749999999999641e-01 -9.039397499999999752e+01 1.000000000000000000e+01 3.928969213864525134e+00
6.566250000000000142e-01 -9.030642500000000439e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.021887499999999704e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.030642500000000439e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.021887499999999704e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.013132500000000391e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -9.004377499999999657e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.013132500000000391e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -9.004377499999999657e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.030642500000000439e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.021887499999999704e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.030642500000000439e+01 1.000000000000000000e+01 3.894009322089735825e+00
3.939749999999999641e-01 -9.021887499999999704e+01 1.000000000000000000e+01 3.876851579494064559e+00
4.815249999999999808e-01 -9.013132500000000391e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -9.004377499999999657e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -9.013132500000000391e+01 1.000000000000000000e+01 3.875432941605534420e+00
3.939749999999999641e-01 -9.004377499999999657e+01 1.000000000000000000e+01 3.887926142326444623e+00
6.566250000000000142e-01 -8.995622500000000343e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -8.986867499999999609e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -8.995622500000000343e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -8.986867499999999609e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -8.978112500000000296e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -8.969357499999999561e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -8.978112500000000296e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -8.969357499999999561e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -8.995622500000000343e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -8.986867499999999609e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -8.995622500000000343e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -8.986867499999999609e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -8.978112500000000296e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -8.969357499999999561e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -8.978112500000000296e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -8.969357499999999561e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -8.960602500000000248e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -8.951847499999999513e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -8.960602500000000248e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -8.951847499999999513e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -8.943092500000000200e+01 1.000000000000000000e+01 nan
6.566250000000000142e-01 -8.934337499999999466e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -8.943092500000000200e+01 1.000000000000000000e+01 nan
5.690749999999999975e-01 -8.934337499999999466e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -8.960602500000000248e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -8.951847499999999513e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -8.960602500000000248e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -8.951847499999999513e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -8.943092500000000200e+01 1.000000000000000000e+01 nan
4.815249999999999808e-01 -8.934337499999999466e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -8.943092500000000200e+01 1.000000000000000000e+01 nan
3.939749999999999641e-01 -8.934337499999999466e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -9.170722500000000821e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -9.161967500000000086e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -9.170722500000000821e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -9.161967500000000086e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -9.153212500000000773e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -9.144457500000000039e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -9.153212500000000773e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -9.144457500000000039e+01 1.000000000000000000e+01 nan
1.313249999999999973e-01 -9.170722500000000821e+01 1.000000000000000000e+01 nan
1.313249999999999973e-01 -9.161967500000000086e+01 1.000000000000000000e+01 nan
4.377500000000000141e-02 -9.170722500000000821e+01 1.000000000000000000e+01 nan
4.377500000000000141e-02 -9.161967500000000086e+01 1.000000000000000000e+01 nan
1.313249999999999973e-01 -9.153212500000000773e+01 1.000000000000000000e+01 nan
1.313249999999999973e-01 -9.144457500000000039e+01 1.000000000000000000e+01 nan
4.377500000000000141e-02 -9.153212500000000773e+01 1.000000000000000000e+01 nan
4.377500000000000141e-02 -9.144457500000000039e+01 1.000000000000000000e+01 3.827098072082466551e+00
3.064250000000000029e-01 -9.135702500000000725e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -9.126947499999999991e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -9.135702500000000725e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -9.126947499999999991e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -9.118192500000000678e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -9.109437499999999943e+01 1.000000000000000000e+01 3.621064670098931515e+00
2.188749999999999862e-01 -9.118192500000000678e+01 1.000000000000000000e+01 3.656323342075623373e+00
2.188749999999999862e-01 -9.109437499999999943e+01 1.000000000000000000e+01 3.640326952233403635e+00
1.313249999999999973e-01 -9.135702500000000725e+01 1.000000000000000000e+01 3.805088711431535931e+00
1.313249999999999973e-01 -9.126947499999999991e+01 1.000000000000000000e+01 3.733326954142933918e+00
4.377500000000000141e-02 -9.135702500000000725e+01 1.000000000000000000e+01 3.494404295620708645e+00
4.377500000000000141e-02 -9.126947499999999991e+01 1.000000000000000000e+01 3.530608253490756798e+00
1.313249999999999973e-01 -9.118192500000000678e+01 1.000000000000000000e+01 3.684834138420162830e+00
1.313249999999999973e-01 -9.109437499999999943e+01 1.000000000000000000e+01 3.569194264490388679e+00
4.377500000000000141e-02 -9.118192500000000678e+01 1.000000000000000000e+01 3.704808770683639008e+00
4.377500000000000141e-02 -9.109437499999999943e+01 1.000000000000000000e+01 3.606361973792648890e+00
3.064250000000000029e-01 -9.100682500000000630e+01 1.000000000000000000e+01 3.823476971189920803e+00
3.064250000000000029e-01 -9.091927499999999895e+01 1.000000000000000000e+01 3.833999630273569270e+00
2.188749999999999862e-01 -9.100682500000000630e+01 1.000000000000000000e+01 3.814751630341316257e+00
2.188749999999999862e-01 -9.091927499999999895e+01 1.000000000000000000e+01 3.845578001478133334e+00
3.064250000000000029e-01 -9.083172500000000582e+01 1.000000000000000000e+01 3.863943337511176690e+00
3.064250000000000029e-01 -9.074417499999999848e+01 1.000000000000000000e+01 3.864635612434109913e+00
2.188749999999999862e-01 -9.083172500000000582e+01 1.000000000000000000e+01 3.774144686180878949e+00
2.188749999999999862e-01 -9.074417499999999848e+01 1.000000000000000000e+01 3.814232704436294252e+00
1.313249999999999973e-01 -9.100682500000000630e+01 1.000000000000000000e+01 3.800221189898532526e+00
1.313249999999999973e-01 -9.091927499999999895e+01 1.000000000000000000e+01 3.891258095715790066e+00
4.377500000000000141e-02 -9.100682500000000630e+01 1.000000000000000000e+01 3.844488474313641824e+00
4.377500000000000141e-02 -9.091927499999999895e+01 1.000000000000000000e+01 3.844790478302582581e+00
1.313249999999999973e-01 -9.083172500000000582e+01 1.000000000000000000e+01 3.825860475286321893e+00
1.313249999999999973e-01 -9.074417499999999848e+01 1.000000000000000000e+01 3.860734564398266233e+00
4.377500000000000141e-02 -9.083172500000000582e+01 1.000000000000000000e+01 3.862662655385753929e+00
4.377500000000000141e-02 -9.074417499999999848e+01 1.000000000000000000e+01 3.856704786611569347e+00
3.064250000000000029e-01 -9.065662500000000534e+01 1.000000000000000000e+01 3.889716402741056012e+00
3.064250000000000029e-01 -9.056907499999999800e+01 1.000000000000000000e+01 3.917247613862435252e+00
2.188749999999999862e-01 -9.065662500000000534e+01 1.000000000000000000e+01 3.905206706540821138e+00
2.188749999999999862e-01 -9.056907499999999800e+01 1.000000000000000000e+01 3.915249325940674208e+00
3.064250000000000029e-01 -9.048152500000000487e+01 1.000000000000000000e+01 3.929098290733874510e+00
3.064250000000000029e-01 -9.039397499999999752e+01 1.000000000000000000e+01 3.968444566385626260e+00
2.188749999999999862e-01 -9.048152500000000487e+01 1.000000000000000000e+01 3.969084073149339531e+00
2.188749999999999862e-01 -9.039397499999999752e+01 1.000000000000000000e+01 3.978133063633085165e+00
1.313249999999999973e-01 -9.065662500000000534e+01 1.000000000000000000e+01 3.930539909037900070e+00
1.313249999999999973e-01 -9.056907499999999800e+01 1.000000000000000000e+01 3.967291546514009948e+00
4.377500000000000141e-02 -9.065662500000000534e+01 1.000000000000000000e+01 3.879848333237806202e+00
4.377500000000000141e-02 -9.056907499999999800e+01 1.000000000000000000e+01 3.829971534435005154e+00
1.313249999999999973e-01 -9.048152500000000487e+01 1.000000000000000000e+01 3.958712514562191753e+00
1.313249999999999973e-01 -9.039397499999999752e+01 1.000000000000000000e+01 3.945785762413448694e+00
4.377500000000000141e-02 -9.048152500000000487e+01 1.000000000000000000e+01 3.917113388205950564e+00
4.377500000000000141e-02 -9.039397499999999752e+01 1.000000000000000000e+01 3.985884266778571661e+00
3.064250000000000029e-01 -9.030642500000000439e+01 1.000000000000000000e+01 3.941557676060384541e+00
3.064250000000000029e-01 -9.021887499999999704e+01 1.000000000000000000e+01 3.940935842562583780e+00
2.188749999999999862e-01 -9.030642500000000439e+01 1.000000000000000000e+01 3.935979638255028945e+00
2.188749999999999862e-01 -9.021887499999999704e+01 1.000000000000000000e+01 3.906876400009559269e+00
3.064250000000000029e-01 -9.013132500000000391e+01 1.000000000000000000e+01 3.949981419053589793e+00
3.064250000000000029e-01 -9.004377499999999657e+01 1.000000000000000000e+01 3.946276571679042888e+00
2.188749999999999862e-01 -9.013132500000000391e+01 1.000000000000000000e+01 3.894092931905714927e+00
2.188749999999999862e-01 -9.004377499999999657e+01 1.000000000000000000e+01 3.922646283242148701e+00
1.313249999999999973e-01 -9.030642500000000439e+01 1.000000000000000000e+01 3.930461498669012954e+00
1.313249999999999973e-01 -9.021887499999999704e+01 1.000000000000000000e+01 3.930641413645001414e+00
4.377500000000000141e-02 -9.030642500000000439e+01 1.000000000000000000e+01 3.930149864832476858e+00
4.377500000000000141e-02 -9.021887499999999704e+01 1.000000000000000000e+01 3.939232774834783513e+00
1.313249999999999973e-01 -9.013132500000000391e+01 1.000000000000000000e+01 3.901256913971549167e+00
1.313249999999999973e-01 -9.004377499999999657e+01 1.000000000000000000e+01 3.954931004570164443e+00
4.377500000000000141e-02 -9.013132500000000391e+01 1.000000000000000000e+01 3.934693149658688771e+00
4.377500000000000141e-02 -9.004377499999999657e+01 1.000000000000000000e+01 3.963181396249590094e+00
3.064250000000000029e-01 -8.995622500000000343e+01 1.000000000000000000e+01 3.847913177227108683e+00
3.064250000000000029e-01 -8.986867499999999609e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -8.995622500000000343e+01 1.000000000000000000e+01 3.814454945010233633e+00
2.188749999999999862e-01 -8.986867499999999609e+01 1.000000000000000000e+01 3.782524083289378058e+00
3.064250000000000029e-01 -8.978112500000000296e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -8.969357499999999561e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -8.978112500000000296e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -8.969357499999999561e+01 1.000000000000000000e+01 nan
1.313249999999999973e-01 -8.995622500000000343e+01 1.000000000000000000e+01 3.799661041922574700e+00
1.313249999999999973e-01 -8.986867499999999609e+01 1.000000000000000000e+01 3.754840781041014708e+00
4.377500000000000141e-02 -8.995622500000000343e+01 1.000000000000000000e+01 3.795066812373723231e+00
4.377500000000000141e-02 -8.986867499999999609e+01 1.000000000000000000e+01 3.801577220746851449e+00
1.313249999999999973e-01 -8.978112500000000296e+01 1.000000000000000000e+01 nan
1.313249999999999973e-01 -8.969357499999999561e+01 1.000000000000000000e+01 nan
4.377500000000000141e-02 -8.978112500000000296e+01 1.000000000000000000e+01 nan
4.377500000000000141e-02 -8.969357499999999561e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -8.960602500000000248e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -8.951847499999999513e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -8.960602500000000248e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -8.951847499999999513e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -8.943092500000000200e+01 1.000000000000000000e+01 nan
3.064250000000000029e-01 -8.934337499999999466e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -8.943092500000000200e+01 1.000000000000000000e+01 nan
2.188749999999999862e-01 -8.934337499999999466e+01 1.000000000000000000e+01 nan
1.313249999999999973e-01 -8.960602500000000248e+01 1.000000000000000000e+01 nan
1.313249999999999973e-01 -8.951847499999999513e+01 1.000000000000000000e+01 nan
4.377500000000000141e-02 -8.960602500000000248e+01 1.000000000000000000e+01 nan
4.377500000000000141e-02 -8.951847499999999513e+01 1.000000000000000000e+01 nan
1.313249999999999973e-01 -8.943092500000000200e+01 1.000000000000000000e+01 nan
1.313249999999999973e-01 -8.934337499999999466e+01 1.000000000000000000e+01 nan
4.377500000000000141e-02 -8.943092500000000200e+01 1.000000000000000000e+01 nan
4.377500000000000141e-02 -8.934337499999999466e+01 1.000000000000000000e+01 nan
-4.377500000000000141e-02 -9.170722500000000821e+01 1.000000000000000000e+01 nan
-4.377500000000000141e-02 -9.161967500000000086e+01 1.000000000000000000e+01 nan
-1.313249999999999973e-01 -9.170722500000000821e+01 1.000000000000000000e+01 nan
-1.313249999999999973e-01 -9.161967500000000086e+01 1.000000000000000000e+01 nan
-4.377500000000000141e-02 -9.153212500000000773e+01 1.000000000000000000e+01 nan
-4.377500000000000141e-02 -9.144457500000000039e+01 1.000000000000000000e+01 3.508545749033086913e+00
-1.313249999999999973e-01 -9.153212500000000773e+01 1.000000000000000000e+01 3.588078205033601087e+00
-1.313249999999999973e-01 -9.144457500000000039e+01 1.000000000000000000e+01 3.283769189010410816e+00
-2.188749999999999862e-01 -9.170722500000000821e+01 1.000000000000000000e+01 nan
-2.188749999999999862e-01 -9.161967500000000086e+01 1.000000000000000000e+01 nan
-3.064250000000000029e-01 -9.170722500000000821e+01 1.000000000000000000e+01 nan
-3.064250000000000029e-01 -9.161967500000000086e+01 1.000000000000000000e+01 3.592769229420443633e+00
-2.188749999999999862e-01 -9.153212500000000773e+01 1.000000000000000000e+01 3.542029215991156388e+00
-2.188749999999999862e-01 -9.144457500000000039e+01 1.000000000000000000e+01 3.580608033768724496e+00
-3.064250000000000029e-01 -9.153212500000000773e+01 1.000000000000000000e+01 3.543877682942522256e+00
-3.064250000000000029e-01 -9.144457500000000039e+01 1.000000000000000000e+01 3.614608034287232652e+00
-4.377500000000000141e-02 -9.135702500000000725e+01 1.000000000000000000e+01 3.636270068053020221e+00
-4.377500000000000141e-02 -9.126947499999999991e+01 1.000000000000000000e+01 3.564287341982199209e+00
-1.313249999999999973e-01 -9.135702500000000725e+01 1.000000000000000000e+01 3.596909697983460497e+00
-1.313249999999999973e-01 -9.126947499999999991e+01 1.000000000000000000e+01 3.597026003977611630e+00
-4.377500000000000141e-02 -9.118192500000000678e+01 1.000000000000000000e+01 3.612062472656990320e+00
-4.377500000000000141e-02 -9.109437499999999943e+01 1.000000000000000000e+01 3.306128814843450225e+00
-1.313249999999999973e-01 -9.118192500000000678e+01 1.000000000000000000e+01 3.548391142968916334e+00
-1.313249999999999973e-01 -9.109437499999999943e+01 1.000000000000000000e+01 3.633636625519075736e+00
-2.188749999999999862e-01 -9.135702500000000725e+01 1.000000000000000000e+01 3.653066806138703271e+00
-2.188749999999999862e-01 -9.126947499999999991e+01 1.000000000000000000e+01 3.624011544909458760e+00
-3.064250000000000029e-01 -9.135702500000000725e+01 1.000000000000000000e+01 3.543582562955435389e+00
-3.064250000000000029e-01 -9.126947499999999991e+01 1.000000000000000000e+01 3.616704656858740208e+00
-2.188749999999999862e-01 -9.118192500000000678e+01 1.000000000000000000e+01 3.579149391560074278e+00
-2.188749999999999862e-01 -9.109437499999999943e+01 1.000000000000000000e+01 3.571266236372483860e+00
-3.064250000000000029e-01 -9.118192500000000678e+01 1.000000000000000000e+01 3.384383907127062940e+00
-3.064250000000000029e-01 -9.109437499999999943e+01 1.000000000000000000e+01 3.652966737837215927e+00
-4.377500000000000141e-02 -9.100682500000000630e+01 1.000000000000000000e+01 3.749714346005343035e+00
-4.377500000000000141e-02 -9.091927499999999895e+01 1.000000000000000000e+01 3.782362780254945100e+00
-1.313249999999999973e-01 -9.100682500000000630e+01 1.000000000000000000e+01 3.716195167153426571e+00
-1.313249999999999973e-01 -9.091927499999999895e+01 1.000000000000000000e+01 3.730524752229267271e+00
-4.377500000000000141e-02 -9.083172500000000582e+01 1.000000000000000000e+01 3.678468791158407303e+00
-4.377500000000000141e-02 -9.074417499999999848e+01 1.000000000000000000e+01 3.707656705075181858e+00
-1.313249999999999973e-01 -9.083172500000000582e+01 1.000000000000000000e+01 3.754278970459651088e+00
-1.313249999999999973e-01 -9.074417499999999848e+01 1.000000000000000000e+01 3.713708369463168513e+00
-2.188749999999999862e-01 -9.100682500000000630e+01 1.000000000000000000e+01 3.769836623575485213e+00
-2.188749999999999862e-01 -9.091927499999999895e+01 1.000000000000000000e+01 3.761279882523658191e+00
-3.064250000000000029e-01 -9.100682500000000630e+01 1.000000000000000000e+01 3.677063883649287046e+00
-3.064250000000000029e-01 -9.091927499999999895e+01 1.000000000000000000e+01 3.752477964927627418e+00
-2.188749999999999862e-01 -9.083172500000000582e+01 1.000000000000000000e+01 3.734786567753985320e+00
-2.188749999999999862e-01 -9.074417499999999848e+01 1.000000000000000000e+01 3.674412455269343347e+00
-3.064250000000000029e-01 -9.083172500000000582e+01 1.000000000000000000e+01 3.630784760882393769e+00
-3.064250000000000029e-01 -9.074417499999999848e+01 1.000000000000000000e+01 3.724999785903492899e+00
-4.377500000000000141e-02 -9.065662500000000534e+01 1.000000000000000000e+01 3.859797689347347127e+00
-4.377500000000000141e-02 -9.056907499999999800e+01 1.000000000000000000e+01 3.869629569405152125e+00
-1.313249999999999973e-01 -9.065662500000000534e+01 1.000000000000000000e+01 3.859150369382863044e+00
-1.313249999999999973e-01 -9.056907499999999800e+01 1.000000000000000000e+01 3.906828513938382930e+00
-4.377500000000000141e-02 -9.048152500000000487e+01 1.000000000000000000e+01 3.851229442402444469e+00
-4.377500000000000141e-02 -9.039397499999999752e+01 1.000000000000000000e+01 3.889100108388861443e+00
-1.313249999999999973e-01 -9.048152500000000487e+01 1.000000000000000000e+01 3.842001291306790911e+00
-1.313249999999999973e-01 -9.039397499999999752e+01 1.000000000000000000e+01 3.878323481701364095e+00
-2.188749999999999862e-01 -9.065662500000000534e+01 1.000000000000000000e+01 3.838706267354874857e+00
-2.188749999999999862e-01 -9.056907499999999800e+01 1.000000000000000000e+01 3.884795280958512453e+00
-3.064250000000000029e-01 -9.065662500000000534e+01 1.000000000000000000e+01 3.860995215224436450e+00
-3.064250000000000029e-01 -9.056907499999999800e+01 1.000000000000000000e+01 3.835534452539015593e+00
-2.188749999999999862e-01 -9.048152500000000487e+01 1.000000000000000000e+01 3.879294576037931375e+00
-2.188749999999999862e-01 -9.039397499999999752e+01 1.000000000000000000e+01 3.870994185487297123e+00
-3.064250000000000029e-01 -9.048152500000000487e+01 1.000000000000000000e+01 3.866722032586213498e+00
-3.064250000000000029e-01 -9.039397499999999752e+01 1.000000000000000000e+01 3.814250002590653832e+00
-4.377500000000000141e-02 -9.030642500000000439e+01 1.000000000000000000e+01 3.805653159302902822e+00
-4.377500000000000141e-02 -9.021887499999999704e+01 1.000000000000000000e+01 3.839292704168150383e+00
-1.313249999999999973e-01 -9.030642500000000439e+01 1.000000000000000000e+01 3.835915792687327297e+00
-1.313249999999999973e-01 -9.021887499999999704e+01 1.000000000000000000e+01 3.825232299868624342e+00
-4.377500000000000141e-02 -9.013132500000000391e+01 1.000000000000000000e+01 3.826436060360454583e+00
-4.377500000000000141e-02 -9.004377499999999657e+01 1.000000000000000000e+01 3.802626614681631878e+00
-1.313249999999999973e-01 -9.013132500000000391e+01 1.000000000000000000e+01 3.802890028194221284e+00
-1.313249999999999973e-01 -9.004377499999999657e+01 1.000000000000000000e+01 3.779603432913869465e+00
-2.188749999999999862e-01 -9.030642500000000439e+01 1.000000000000000000e+01 3.815643611472602004e+00
-2.188749999999999862e-01 -9.021887499999999704e+01 1.000000000000000000e+01 3.818245260175085143e+00
-3.064250000000000029e-01 -9.030642500000000439e+01 1.000000000000000000e+01 3.811311856481446547e+00
-3.064250000000000029e-01 -9.021887499999999704e+01 1.000000000000000000e+01 3.817046177444002986e+00
-2.188749999999999862e-01 -9.013132500000000391e+01 1.000000000000000000e+01 3.806996194501421460e+00
-2.188749999999999862e-01 -9.004377499999999657e+01 1.000000000000000000e+01 3.826227987975772127e+00
-3.064250000000000029e-01 -9.013132500000000391e+01 1.000000000000000000e+01 3.796664298782564284e+00
-3.064250000000000029e-01 -9.004377499999999657e+01 1.000000000000000000e+01 3.820980904798011224e+00
-4.377500000000000141e-02 -8.995622500000000343e+01 1.000000000000000000e+01 3.521775616765428829e+00
-4.377500000000000141e-02 -8.986867499999999609e+01 1.000000000000000000e+01 3.041347193665335791e+00
-1.313249999999999973e-01 -8.995622500000000343e+01 1.000000000000000000e+01 2.973816642351990058e+00
-1.313249999999999973e-01 -8.986867499999999609e+01 1.000000000000000000e+01 3.124126623993821905e+00
-4.377500000000000141e-02 -8.978112500000000296e+01 1.000000000000000000e+01 nan
